Client Id,Sessions,Avg. Session Duration,Bounce Rate,Revenue,Transactions,Goal Conversion Rate
815336522.1488309317,2,00:00:28,50.00%,$0.00,0,0.00%
822181260.1490291652,2,00:02:52,0.00%,$0.00,0,0.00%
841886328.1489982877,2,00:00:44,0.00%,$0.00,0,0.00%
860253913.1490118939,2,00:08:50,50.00%,$0.00,0,0.00%
893759593.1441947668,2,00:00:00,100.00%,$0.00,0,0.00%
946122075.1488694185,2,00:15:07,0.00%,$0.00,0,0.00%
1003215148.1488142593,1,00:00:00,100.00%,$0.00,0,0.00%
1006127186.1490124190,1,00:00:48,0.00%,$0.00,0,0.00%
1006371908.1480741842,1,00:00:00,100.00%,$0.00,0,0.00%
1006596176.1490304639,1,00:00:00,100.00%,$0.00,0,0.00%
1009168829.1484469141,1,00:00:00,100.00%,$0.00,0,0.00%
1011097268.1487442006,1,00:01:31,0.00%,$0.00,0,0.00%
1014392870.1447185558,1,00:01:36,0.00%,$0.00,0,0.00%
1016471090.1490014742,1,00:00:00,100.00%,$0.00,0,0.00%
1016701938.1471817292,1,00:00:00,100.00%,$0.00,0,0.00%
1016900105.1490579409,1,00:03:49,0.00%,$0.00,0,0.00%
101765469.1489050790,1,00:00:00,100.00%,$0.00,0,0.00%
1018659083.1480869789,1,00:00:00,100.00%,$0.00,0,0.00%
1019325011.1490000206,1,00:00:00,100.00%,$0.00,0,0.00%
1023247515.1490128409,1,00:00:52,0.00%,$0.00,0,0.00%
1025383814.1490369743,1,00:00:00,100.00%,$0.00,0,0.00%
1028893010.1490156598,1,00:00:00,100.00%,$0.00,0,0.00%
1032609789.1468109071,1,00:00:00,100.00%,$0.00,0,0.00%
1033378182.1490304996,1,00:03:33,0.00%,$0.00,0,0.00%
1035237226.1490215077,1,00:00:00,100.00%,$0.00,0,0.00%
1037630941.1490274268,1,00:12:23,0.00%,$0.00,0,0.00%
1040162473.1490024771,1,00:02:59,0.00%,$0.00,0,0.00%
1040671650.1490446497,1,00:00:00,100.00%,$0.00,0,0.00%
1040700988.1485142515,1,00:00:00,100.00%,$0.00,0,0.00%
1041336612.1478929045,1,00:00:00,100.00%,$0.00,0,0.00%
1043058645.1475437501,1,00:01:09,0.00%,$0.00,0,0.00%
1044763539.1490368014,1,00:00:00,100.00%,$0.00,0,0.00%
1045710821.1480627747,1,00:00:00,100.00%,$0.00,0,0.00%
1049346605.1490235900,1,00:00:00,100.00%,$0.00,0,0.00%
1050977995.1452284489,1,00:00:00,100.00%,$0.00,0,0.00%
105357361.1490478639,1,00:00:00,100.00%,$0.00,0,0.00%
1054207323.1490276665,1,00:02:36,0.00%,$0.00,0,0.00%
1054665012.1400213477,1,00:00:00,100.00%,$0.00,0,0.00%
1055669674.1489042756,1,00:00:00,100.00%,$0.00,0,0.00%
1055950389.1489490443,1,00:23:53,0.00%,$0.00,0,0.00%
1058012583.1490369877,1,00:02:34,0.00%,$0.00,0,0.00%
1061292783.1490498259,1,00:00:00,100.00%,$0.00,0,0.00%
1062637282.1490136120,1,00:11:05,0.00%,$0.00,0,0.00%
1062642312.1476567708,1,00:00:00,100.00%,$0.00,0,0.00%
1063976365.1379455241,1,00:00:00,100.00%,$0.00,0,0.00%
1065507360.1489428092,1,00:01:28,0.00%,$0.00,0,0.00%
1065907725.1490146348,1,00:00:00,100.00%,$0.00,0,0.00%
106599737.1490233034,1,00:00:00,100.00%,$0.00,0,0.00%
1069726900.1490391206,1,00:00:42,0.00%,$0.00,0,0.00%
1071558584.1490442341,1,00:01:04,0.00%,$0.00,0,0.00%
107256921.1464982784,1,00:00:00,100.00%,$0.00,0,0.00%
1074266995.1490035977,1,00:00:00,100.00%,$0.00,0,0.00%
1074722735.1490488438,1,00:00:00,100.00%,$0.00,0,0.00%
1079089696.1490296634,1,00:00:00,100.00%,$0.00,0,0.00%
1081229902.1432076270,1,00:00:00,100.00%,$0.00,0,0.00%
1081802884.1490048232,1,00:00:00,100.00%,$0.00,0,0.00%
1082566819.1490289025,1,00:02:04,0.00%,$0.00,0,0.00%
1082714271.1490061461,1,00:00:00,100.00%,$0.00,0,0.00%
1083565954.1490152675,1,00:00:00,100.00%,$0.00,0,0.00%
1085521993.1484491379,1,00:00:00,100.00%,$0.00,0,0.00%
108591920.1490516945,1,00:05:20,0.00%,$0.00,0,0.00%
1089208312.1459755827,1,00:02:24,0.00%,$0.00,0,0.00%
1091822567.1490288917,1,00:00:00,100.00%,$0.00,0,0.00%
1092459936.1488653321,1,00:00:00,100.00%,$0.00,0,0.00%
1093787880.1490367487,1,00:00:00,100.00%,$0.00,0,0.00%
1093870579.1490264920,1,00:00:00,100.00%,$0.00,0,0.00%
1096216642.1490482868,1,00:00:00,100.00%,$0.00,0,0.00%
1096469500.1490398477,1,00:00:12,0.00%,$0.00,0,0.00%
109685081.1490331253,1,00:00:00,100.00%,$0.00,0,0.00%
109688270.1490538077,1,00:00:58,0.00%,$0.00,0,0.00%
1097015141.1490157761,1,00:00:00,100.00%,$0.00,0,0.00%
1098379169.1484813496,1,00:00:07,0.00%,$0.00,0,0.00%
1100847388.1490384507,1,00:00:12,0.00%,$0.00,0,0.00%
1102741073.1490484904,1,00:00:00,100.00%,$0.00,0,0.00%
1103282274.1490401254,1,00:00:00,100.00%,$0.00,0,0.00%
1104669528.1490293051,1,00:04:41,0.00%,$0.00,0,0.00%
1105888403.1490190234,1,00:26:06,0.00%,$0.00,0,0.00%
1107777176.1465155845,1,00:00:00,100.00%,$0.00,0,0.00%
1109888806.1490004193,1,00:00:00,100.00%,$0.00,0,0.00%
1110271375.1478978030,1,00:00:00,100.00%,$0.00,0,0.00%
1114628027.1488311227,1,00:00:00,100.00%,$0.00,0,0.00%
1115696556.1490203812,1,00:01:35,0.00%,$0.00,0,0.00%
1115822764.1460393613,1,00:00:00,100.00%,$0.00,0,0.00%
1115853983.1480488116,1,00:00:00,100.00%,$0.00,0,0.00%
1118395407.1490248159,1,00:00:00,100.00%,$0.00,0,0.00%
1118887575.1490292164,1,00:00:00,100.00%,$0.00,0,0.00%
1121086741.1476320212,1,00:00:00,100.00%,$0.00,0,0.00%
1122181110.1490448568,1,00:00:00,100.00%,$0.00,0,0.00%
1124740169.1489423610,1,00:00:00,100.00%,$0.00,0,0.00%
1130502760.1490103226,1,00:00:00,100.00%,$0.00,0,0.00%
1134570687.1490479015,1,00:00:00,100.00%,$0.00,0,0.00%
1136317389.1482618991,1,00:12:31,0.00%,$0.00,0,0.00%
1142506925.1490525414,1,00:00:00,100.00%,$0.00,0,0.00%
1148712571.1486069222,1,00:00:00,100.00%,$0.00,0,0.00%
1149407369.1490144671,1,00:00:00,100.00%,$0.00,0,0.00%
1154504527.1490304467,1,00:00:07,0.00%,$0.00,0,0.00%
1155925475.1490473424,1,00:00:00,100.00%,$0.00,0,0.00%
1160749513.1468117764,1,00:00:00,100.00%,$0.00,0,0.00%
1164498151.1481465581,1,00:00:00,100.00%,$0.00,0,0.00%
1164699803.1490408195,1,00:00:00,100.00%,$0.00,0,0.00%
1164874635.1490560951,1,00:00:00,100.00%,$0.00,0,0.00%
1164910803.1485547703,1,00:01:01,0.00%,$0.00,0,0.00%
1164943914.1489635962,1,00:00:00,100.00%,$0.00,0,0.00%
1165851909.1486992471,1,00:00:00,100.00%,$0.00,0,0.00%
1166710535.1490355332,1,00:06:27,0.00%,$0.00,0,0.00%
1167313908.1490317082,1,00:44:49,0.00%,$0.00,0,0.00%
1167445544.1490381543,1,00:00:00,100.00%,$0.00,0,0.00%
1171843678.1490054702,1,00:00:00,100.00%,$0.00,0,0.00%
1172505488.1428285036,1,00:00:00,100.00%,$0.00,0,0.00%
1174726648.1490465937,1,00:00:00,100.00%,$0.00,0,0.00%
1175342070.1480232359,1,00:00:00,100.00%,$0.00,0,0.00%
1178841225.1490037922,1,00:00:00,100.00%,$0.00,0,0.00%
1179154248.1431117913,1,00:09:48,0.00%,$0.00,0,0.00%
1180014682.1490085392,1,00:00:43,0.00%,$0.00,0,0.00%
118174904.1483994888,1,00:03:05,0.00%,$0.00,0,0.00%
1189813030.1490040211,1,00:00:00,100.00%,$0.00,0,0.00%
1191858885.1482329457,1,00:00:00,100.00%,$0.00,0,0.00%
1194062760.1476927120,1,00:00:38,0.00%,$0.00,0,0.00%
1196443250.1480261970,1,00:00:00,100.00%,$0.00,0,0.00%
1197020071.1467394970,1,00:00:00,100.00%,$0.00,0,0.00%
119870609.1490432633,1,00:00:00,100.00%,$0.00,0,0.00%
1198898004.1484691239,1,00:00:00,100.00%,$0.00,0,0.00%
1198920258.1486025172,1,00:03:19,0.00%,$0.00,0,0.00%
1202969398.1459929732,1,00:00:00,100.00%,$0.00,0,0.00%
1204902043.1477242498,1,00:00:00,100.00%,$0.00,0,0.00%
121074674.1490502945,1,00:00:00,100.00%,$0.00,0,0.00%
1213240642.1490077235,1,00:00:00,100.00%,$0.00,0,0.00%
1217566046.1490264346,1,00:00:00,100.00%,$0.00,0,0.00%
1217743654.1490295215,1,00:00:00,100.00%,$0.00,0,0.00%
1220170968.1490236870,1,00:11:13,0.00%,$0.00,0,0.00%
122307075.1490437675,1,00:00:00,100.00%,$0.00,0,0.00%
1224919127.1490243695,1,00:00:00,100.00%,$0.00,0,0.00%
1227057741.1485798333,1,00:00:00,100.00%,$0.00,0,0.00%
1228434201.1490030157,1,00:00:00,100.00%,$0.00,0,0.00%
1230192793.1490453168,1,00:00:00,100.00%,$0.00,0,0.00%
1230594344.1490287590,1,00:00:00,100.00%,$0.00,0,0.00%
1232051979.1476901107,1,00:00:00,100.00%,$0.00,0,0.00%
123768978.1477128623,1,00:01:57,0.00%,$0.00,0,0.00%
1239618826.1471617743,1,00:00:58,0.00%,$0.00,0,0.00%
1241420633.1490153607,1,00:01:40,0.00%,$0.00,0,0.00%
1242089385.1474272712,1,00:00:00,100.00%,$0.00,0,0.00%
1242491744.1471532024,1,00:00:00,100.00%,$0.00,0,0.00%
1244977703.1419793361,1,00:08:47,0.00%,$0.00,0,0.00%
124824978.1490137118,1,00:00:00,100.00%,$0.00,0,0.00%
1250778001.1443227389,1,00:00:00,100.00%,$0.00,0,0.00%
1253141967.1464552830,1,00:01:02,0.00%,$0.00,0,0.00%
1257272071.1490214192,1,00:00:00,100.00%,$0.00,0,0.00%
1259180784.1485210725,1,00:00:00,100.00%,$0.00,0,0.00%
1262379542.1483809290,1,00:00:00,100.00%,$0.00,0,0.00%
1262523906.1489764306,1,00:00:00,100.00%,$0.00,0,0.00%
1262702820.1485016980,1,00:00:00,100.00%,$0.00,0,0.00%
1265193737.1490017058,1,00:00:00,100.00%,$0.00,0,0.00%
1265919597.1454759591,1,00:04:09,0.00%,$0.00,0,0.00%
1267714688.1490585155,1,00:00:00,100.00%,$0.00,0,0.00%
1278555382.1476461956,1,00:00:00,100.00%,$0.00,0,0.00%
1282099680.1490148598,1,00:00:00,100.00%,$0.00,0,0.00%
1282560869.1486532911,1,00:06:34,0.00%,$0.00,0,0.00%
1282723088.1490167812,1,00:00:00,100.00%,$0.00,0,0.00%
1285126231.1489252646,1,00:00:00,100.00%,$0.00,0,0.00%
1290659552.1469272288,1,00:00:00,100.00%,$0.00,0,0.00%
1296150205.1490223089,1,00:00:00,100.00%,$0.00,0,0.00%
12966704.1488462903,1,00:00:00,100.00%,$0.00,0,0.00%
1297170635.1490016005,1,00:00:26,0.00%,$0.00,0,0.00%
1298404232.1490289229,1,00:00:00,100.00%,$0.00,0,0.00%
1300647729.1490567315,1,00:00:40,0.00%,$0.00,0,0.00%
1306805382.1490447416,1,00:00:15,0.00%,$0.00,0,0.00%
1307540244.1490460226,1,00:01:22,0.00%,$0.00,0,0.00%
1308598197.1490253349,1,00:00:00,100.00%,$0.00,0,0.00%
1309612258.1486624023,1,00:00:00,100.00%,$0.00,0,0.00%
1312138316.1490221507,1,00:00:00,100.00%,$0.00,0,0.00%
1314803066.1487106535,1,00:00:00,100.00%,$0.00,0,0.00%
1315708423.1485371655,1,00:00:00,100.00%,$0.00,0,0.00%
1316588270.1490003487,1,00:00:00,100.00%,$0.00,0,0.00%
1317423604.1414753465,1,00:01:08,0.00%,$0.00,0,0.00%
1320872992.1459939190,1,00:00:22,0.00%,$0.00,0,0.00%
1324874677.1482649743,1,00:00:00,100.00%,$0.00,0,0.00%
1325215248.1489593328,1,00:00:00,100.00%,$0.00,0,0.00%
132684175.1480967929,1,00:00:00,100.00%,$0.00,0,0.00%
1328147844.1490222162,1,00:00:00,100.00%,$0.00,0,0.00%
1330027410.1486097786,1,00:00:00,100.00%,$0.00,0,0.00%
133157213.1490051746,1,00:00:00,100.00%,$0.00,0,0.00%
1340557379.1490146344,1,00:00:00,100.00%,$0.00,0,0.00%
1340627308.1476968678,1,00:01:28,0.00%,$0.00,0,0.00%
1341468294.1490397414,1,00:00:00,100.00%,$0.00,0,0.00%
1345286324.1490218661,1,00:00:00,100.00%,$0.00,0,0.00%
1347825844.1490209156,1,00:00:00,100.00%,$0.00,0,0.00%
1349167775.1484913972,1,00:00:00,100.00%,$0.00,0,0.00%
1349369736.1490370419,1,00:00:00,100.00%,$0.00,0,0.00%
1352056996.1489502844,1,00:00:00,100.00%,$0.00,0,0.00%
1354838882.1490218140,1,00:00:00,100.00%,$0.00,0,0.00%
1362463432.1487195495,1,00:00:00,100.00%,$0.00,0,0.00%
1362830494.1490287474,1,00:00:00,100.00%,$0.00,0,0.00%
1363478885.1460989892,1,00:00:58,0.00%,$0.00,0,0.00%
1367906924.1478924521,1,00:00:00,100.00%,$0.00,0,0.00%
137221838.1490491556,1,00:00:00,100.00%,$0.00,0,0.00%
1373407640.1490522287,1,00:00:09,0.00%,$0.00,0,0.00%
1376523262.1490366305,1,00:00:00,100.00%,$0.00,0,0.00%
1380438975.1490239156,1,00:00:00,100.00%,$0.00,0,0.00%
138140239.1490580591,1,00:00:00,100.00%,$0.00,0,0.00%
1383953755.1490025950,1,00:00:00,100.00%,$0.00,0,0.00%
1385805550.1487295226,1,00:16:43,0.00%,$0.00,0,0.00%
1385881856.1484653191,1,00:00:00,100.00%,$0.00,0,0.00%
1386176414.1475315955,1,00:01:33,0.00%,$0.00,0,0.00%
1387263760.1486855099,1,00:00:00,100.00%,$0.00,0,0.00%
1391696739.1486752383,1,00:00:00,100.00%,$0.00,0,0.00%
1400733250.1489512418,1,00:00:00,100.00%,$0.00,0,0.00%
1401663308.1490029117,1,00:00:00,100.00%,$0.00,0,0.00%
1402245550.1487255635,1,00:00:22,0.00%,$0.00,0,0.00%
1402575399.1490114720,1,00:00:00,100.00%,$0.00,0,0.00%
1407331368.1490049814,1,00:00:00,100.00%,$0.00,0,0.00%
1408260495.1477164891,1,00:00:00,100.00%,$0.00,0,0.00%
1409577028.1442854000,1,00:00:00,100.00%,$0.00,0,0.00%
1411529261.1483139350,1,00:01:06,0.00%,$0.00,0,0.00%
1411744420.1477691255,1,00:00:00,100.00%,$0.00,0,0.00%
1412144868.1479076784,1,00:00:00,100.00%,$0.00,0,0.00%
1413624231.1489375625,1,00:00:00,100.00%,$0.00,0,0.00%
1414710525.1490192903,1,00:00:00,100.00%,$0.00,0,0.00%
1416448646.1490287303,1,00:00:27,0.00%,$0.00,0,0.00%
1416568432.1490181048,1,00:00:00,100.00%,$0.00,0,0.00%
1418864153.1482638755,1,00:02:10,0.00%,$0.00,0,0.00%
1428233729.1477960571,1,00:00:00,100.00%,$0.00,0,0.00%
1430440664.1437961709,1,00:00:00,100.00%,$0.00,0,0.00%
1432169511.1439833751,1,00:17:21,0.00%,$0.00,0,0.00%
143415404.1490181894,1,00:00:21,0.00%,$0.00,0,0.00%
1438349354.1490239311,1,00:00:46,0.00%,$0.00,0,0.00%
1439682678.1454865126,1,00:00:00,100.00%,$0.00,0,0.00%
1443837145.1488825047,1,00:00:00,100.00%,$0.00,0,0.00%
1449936740.1487395087,1,00:26:34,0.00%,$0.00,0,0.00%
1450744847.1481470449,1,00:00:00,100.00%,$0.00,0,0.00%
1452924225.1490277310,1,00:00:00,100.00%,$0.00,0,0.00%
1455120826.1489780516,1,00:00:00,100.00%,$0.00,0,0.00%
1455392335.1486946630,1,00:00:00,100.00%,$0.00,0,0.00%
1458089071.1487352699,1,00:00:00,100.00%,$0.00,0,0.00%
1463428945.1465812086,1,00:00:00,100.00%,$0.00,0,0.00%
1465454589.1380562296,1,00:00:00,100.00%,$0.00,0,0.00%
1468572273.1485019086,1,00:00:00,100.00%,$0.00,0,0.00%
146857611.1490325974,1,00:00:00,100.00%,$0.00,0,0.00%
1470764885.1490571241,1,00:01:14,0.00%,$0.00,0,0.00%
1471643864.1480993392,1,00:00:00,100.00%,$0.00,0,0.00%
1472243074.1485379869,1,00:00:00,100.00%,$0.00,0,0.00%
1473668979.1481443758,1,00:00:20,0.00%,$0.00,0,0.00%
1475959120.1474632940,1,00:00:00,100.00%,$0.00,0,0.00%
1477864488.1490134237,1,00:00:00,100.00%,$0.00,0,0.00%
1479096687.1490034473,1,00:00:00,100.00%,$0.00,0,0.00%
1484737617.1475438567,1,00:00:58,0.00%,$0.00,0,0.00%
1488956027.1439239491,1,00:00:56,0.00%,$0.00,0,0.00%
1490537609.1490537617,1,00:02:26,0.00%,$0.00,0,0.00%
1492976152.1490212024,1,00:00:00,100.00%,$0.00,0,0.00%
1494318025.1490534745,1,00:00:00,100.00%,$0.00,0,0.00%
1494485377.1486480635,1,00:00:00,100.00%,$0.00,0,0.00%
1494516677.1490302124,1,00:00:00,100.00%,$0.00,0,0.00%
1495253292.1485116469,1,00:00:00,100.00%,$0.00,0,0.00%
1500704272.1449625342,1,00:00:00,100.00%,$0.00,0,0.00%
1501382005.1485599536,1,00:00:00,100.00%,$0.00,0,0.00%
1501719133.1483951688,1,00:00:16,0.00%,$0.00,0,0.00%
1501929497.1490299942,1,00:00:00,100.00%,$0.00,0,0.00%
1506515981.1490202063,1,00:02:20,0.00%,$0.00,0,0.00%
1510429756.1456248710,1,00:00:43,0.00%,$0.00,0,0.00%
1512640541.1490544722,1,00:01:02,0.00%,$0.00,0,0.00%
1512707234.1468921407,1,00:02:53,0.00%,$0.00,0,0.00%
1514492045.1490582439,1,00:06:42,0.00%,$0.00,0,0.00%
1514590362.1473435578,1,00:03:39,0.00%,$0.00,0,0.00%
1514700075.1452819955,1,00:15:31,0.00%,$0.00,0,0.00%
1519640101.1486444608,1,00:00:00,100.00%,$0.00,0,0.00%
1524661677.1490001286,1,00:00:00,100.00%,$0.00,0,0.00%
1527246641.1490307265,1,00:02:38,0.00%,$0.00,0,0.00%
1529028323.1490556808,1,00:00:51,0.00%,$0.00,0,0.00%
1530630487.1473517112,1,00:00:00,100.00%,$0.00,0,0.00%
1530819703.1412432571,1,00:00:00,100.00%,$0.00,0,0.00%
1532795490.1488782660,1,00:00:00,100.00%,$0.00,0,0.00%
1537801961.1490151336,1,00:00:00,100.00%,$0.00,0,0.00%
1542813175.1486712885,1,00:00:00,100.00%,$0.00,0,0.00%
1543451611.1490552650,1,00:00:00,100.00%,$0.00,0,0.00%
1543581304.1490194086,1,00:00:00,100.00%,$0.00,0,0.00%
1547001524.1445291325,1,00:00:25,0.00%,$0.00,0,0.00%
1547137519.1490442474,1,00:00:00,100.00%,$0.00,0,0.00%
1548462771.1489865934,1,00:00:00,100.00%,$0.00,0,0.00%
1549285023.1480661311,1,00:04:30,0.00%,$0.00,0,0.00%
1550136060.1489798523,1,00:00:00,100.00%,$0.00,0,0.00%
1550849398.1490395039,1,00:00:09,0.00%,$0.00,0,0.00%
1552663114.1489312795,1,00:00:00,100.00%,$0.00,0,0.00%
1556684858.1490303775,1,00:00:25,0.00%,$0.00,0,0.00%
1559490582.1473637964,1,00:00:00,100.00%,$0.00,0,0.00%
1562375998.1474824325,1,00:01:34,0.00%,$0.00,0,0.00%
156343800.1488140410,1,00:00:37,0.00%,$0.00,0,0.00%
1564481512.1490322948,1,00:07:28,0.00%,$0.00,0,0.00%
1566059538.1490291341,1,00:00:00,100.00%,$0.00,0,0.00%
1567562396.1490229366,1,00:00:00,100.00%,$0.00,0,0.00%
1569596034.1468615514,1,00:00:00,100.00%,$0.00,0,0.00%
1569807773.1477160055,1,00:00:00,100.00%,$0.00,0,0.00%
1570734356.1470014451,1,00:00:00,100.00%,$0.00,0,0.00%
1571887993.1490107094,1,00:01:52,0.00%,$0.00,0,0.00%
1575176524.1490398856,1,00:00:00,100.00%,$0.00,0,0.00%
1578043589.1490322879,1,00:00:00,100.00%,$0.00,0,0.00%
1579609142.1490429957,1,00:00:00,100.00%,$0.00,0,0.00%
1579802048.1490089065,1,00:00:00,100.00%,$0.00,0,0.00%
1581337588.1490204246,1,00:00:00,100.00%,$0.00,0,0.00%
158370441.1476135180,1,00:00:00,100.00%,$0.00,0,0.00%
1587661104.1469943420,1,00:00:00,100.00%,$0.00,0,0.00%
1588262931.1460230073,1,00:00:00,100.00%,$0.00,0,0.00%
159460705.1480867573,1,00:00:00,100.00%,$0.00,0,0.00%
1595266871.1490218193,1,00:00:00,100.00%,$0.00,0,0.00%
1595487825.1490137953,1,00:00:00,100.00%,$0.00,0,0.00%
1595609800.1471295375,1,00:00:00,100.00%,$0.00,0,0.00%
159708649.1476394405,1,00:00:00,100.00%,$0.00,0,0.00%
1602925408.1490022425,1,00:00:21,0.00%,$0.00,0,0.00%
160531586.1472780202,1,00:00:00,100.00%,$0.00,0,0.00%
1607293312.1489145297,1,00:15:42,0.00%,$0.00,0,0.00%
1607883294.1485731067,1,00:00:00,0.00%,$0.00,0,0.00%
